"","index","status","cust.Investment.Potential.Score","predictions"
"830",1830,"None",4.2,"None"
"831",1831,"None",4.2,"A"
"832",1832,"None",3.7,"None"
"833",1833,"None",3.1,"None"
"834",1834,"None",3.3,"None"
"835",1835,"None",3.1,"None"
"836",1836,"None",4.4,"None"
"837",1837,"None",2.2,"None"
"838",1838,"None",3,"None"
"839",1839,"None",4,"None"
"840",1840,"None",2.1,"None"
"841",1841,"None",4.9,"None"
"842",1842,"B",4,"None"
"843",1843,"None",1.6,"None"
"844",1844,"A",3.9,"A"
"845",1845,"A",1.8,"None"
"846",1846,"None",3.5,"None"
"847",1847,"None",2.8,"None"
"848",1848,"None",2.7,"None"
"849",1849,"None",2.3,"None"
"850",1850,"None",2.8,"None"
"851",1851,"None",3,"None"
"852",1852,"None",2.8,"None"
"853",1853,"None",2.7,"None"
"854",1854,"A",2.8,"A"
"855",1855,"B",3.3,"None"
"856",1856,"None",4,"None"
"857",1857,"None",3,"None"
"858",1858,"None",3.5,"None"
"859",1859,"None",5.5,"A"
"860",1860,"None",3.7,"None"
"861",1861,"B",3,"None"
"862",1862,"None",3.1,"None"
"863",1863,"None",2.3,"None"
"864",1864,"None",3.6,"None"
"865",1865,"A",3.7,"None"
"866",1866,"None",4.5,"A"
"867",1867,"A",2.6,"A"
"868",1868,"None",3.6,"None"
"869",1869,"B",4.1,"None"
"870",1870,"None",2.4,"None"
"871",1871,"None",6.3,"None"
"872",1872,"A",3,"None"
"873",1873,"A",2,"A"
"874",1874,"None",3.4,"A"
"875",1875,"None",2.7,"None"
"876",1876,"None",2.5,"None"
"877",1877,"None",4,"None"
"878",1878,"None",2.2,"A"
"879",1879,"None",2.2,"None"
"880",1880,"None",3.5,"None"
"881",1881,"None",3.3,"None"
"882",1882,"None",3.1,"None"
"883",1883,"None",3.6,"None"
"884",1884,"None",3.4,"None"
"885",1885,"None",3.7,"None"
"886",1886,"A",3.1,"None"
"887",1887,"None",2.2,"None"
"888",1888,"None",3.8,"None"
"889",1889,"None",2.2,"None"
"890",1890,"A",2.6,"None"
"891",1891,"None",3.5,"None"
"892",1892,"A",3.2,"None"
"893",1893,"None",2.9,"None"
"894",1894,"None",3.7,"None"
"895",1895,"None",3.7,"None"
"896",1896,"A",3.8,"None"
"897",1897,"None",3.9,"None"
"898",1898,"None",3,"None"
"899",1899,"A",4.4,"None"
"900",1900,"A",2.7,"None"
"901",1901,"A",4.5,"A"
"902",1902,"A",2.4,"None"
"903",1903,"None",3,"None"
"904",1904,"None",2.6,"None"
"905",1905,"None",3.4,"None"
"906",1906,"None",4.1,"None"
"907",1907,"A",4.4,"None"
"908",1908,"None",4,"None"
"909",1909,"None",3.3,"A"
"910",1910,"None",3.5,"None"
"911",1911,"None",3.6,"A"
"912",1912,"None",3.1,"None"
"913",1913,"None",3.2,"None"
"914",1914,"None",3.7,"None"
"915",1915,"None",2.7,"None"
"916",1916,"B",4.9,"None"
"917",1917,"None",4.2,"None"
"918",1918,"None",3.2,"None"
"919",1919,"None",4.6,"None"
"920",1920,"None",4.4,"None"
"921",1921,"None",3.1,"None"
"922",1922,"None",2.7,"None"
"923",1923,"None",2.7,"None"
"924",1924,"None",4.1,"None"
"925",1925,"A",3.1,"None"
"926",1926,"None",4.9,"None"
"927",1927,"A",2.4,"None"
"928",1928,"B",2.3,"None"
"929",1929,"None",3.7,"None"
"930",1930,"None",2.5,"None"
"931",1931,"None",2.5,"None"
"932",1932,"None",3.5,"A"
"933",1933,"None",3.5,"A"
"934",1934,"None",3.9,"None"
"935",1935,"None",4,"None"
"936",1936,"None",2.9,"None"
"937",1937,"None",4.9,"None"
"938",1938,"A",3.1,"None"
"939",1939,"None",3.2,"None"
"940",1940,"B",2.6,"None"
"941",1941,"None",4.4,"None"
"942",1942,"None",2.9,"None"
"943",1943,"None",3.3,"None"
"944",1944,"None",2.5,"None"
"945",1945,"None",4.2,"None"
"946",1946,"None",3.9,"None"
"947",1947,"None",2.5,"None"
"948",1948,"None",3,"None"
"949",1949,"None",3.9,"None"
"950",1950,"A",3.9,"None"
"951",1951,"A",3.8,"A"
"952",1952,"None",2.2,"None"
"953",1953,"None",3.6,"None"
"954",1954,"None",2.3,"None"
"955",1955,"None",2.9,"None"
"956",1956,"None",4.6,"None"
"957",1957,"None",2.5,"None"
"958",1958,"None",3.6,"None"
"959",1959,"None",4.6,"None"
"960",1960,"None",3,"None"
"961",1961,"None",3.6,"A"
"962",1962,"None",4.7,"None"
"963",1963,"B",3,"None"
"964",1964,"A",3.3,"None"
"965",1965,"None",3.3,"None"
"966",1966,"None",3,"None"
"967",1967,"None",3.5,"None"
"968",1968,"None",2.9,"None"
"969",1969,"None",5.9,"None"
"970",1970,"B",3.5,"None"
"971",1971,"A",2.3,"None"
"972",1972,"None",3.9,"None"
"973",1973,"None",2.6,"None"
"974",1974,"None",4.7,"None"
"975",1975,"None",5.1,"None"
"976",1976,"None",2.7,"None"
"977",1977,"None",1.9,"None"
"978",1978,"None",3.4,"None"
"979",1979,"None",3.6,"None"
"980",1980,"None",3.3,"None"
"981",1981,"None",2.4,"None"
"982",1982,"A",4.6,"None"
"983",1983,"None",3.3,"A"
"984",1984,"None",3.6,"None"
"985",1985,"None",3.1,"None"
"986",1986,"None",2.4,"None"
"987",1987,"None",4.4,"None"
"988",1988,"B",4,"None"
"989",1989,"None",2.7,"None"
"990",1990,"None",3.7,"None"
"991",1991,"None",3.1,"None"
"992",1992,"None",2.2,"None"
"993",1993,"None",3.6,"None"
"994",1994,"None",3.9,"None"
"995",1995,"None",4.1,"None"
"996",1996,"None",3.9,"None"
"997",1997,"None",2.8,"None"
"998",1998,"None",4.1,"None"
"999",1999,"None",2.8,"None"
"1000",2000,"A",3,"None"
"1001",2001,"None",3.6,"None"
"1002",2002,"A",3.9,"None"
"1003",2003,"None",2.2,"None"
"1004",2004,"None",2.8,"None"
"1005",2005,"None",4.4,"None"
"1006",2006,"None",3.6,"None"
"1007",2007,"None",2.7,"None"
"1008",2008,"None",5.3,"None"
"1009",2009,"None",3.8,"None"
"1010",2010,"None",3.1,"A"
"1011",2011,"None",5.3,"A"
"1012",2012,"None",3.3,"None"
"1013",2013,"None",2.7,"None"
"1014",2014,"None",3,"None"
"1015",2015,"None",2.6,"None"
"1016",2016,"None",3.5,"None"
"1017",2017,"None",2.6,"None"
"1018",2018,"None",3.8,"None"
"1019",2019,"None",3.5,"None"
"1020",2020,"None",4.4,"None"
"1021",2021,"None",3.2,"None"
"1022",2022,"None",3.5,"None"
"1023",2023,"A",3,"None"
"1024",2024,"A",2.3,"None"
"1025",2025,"A",2.5,"A"
"1026",2026,"None",3.8,"None"
"1027",2027,"None",3.5,"A"
"1028",2028,"None",3.1,"None"
"1029",2029,"A",3.5,"A"
"1030",2030,"None",3.5,"None"
"1031",2031,"None",2.3,"None"
"1032",2032,"None",4,"None"
"1033",2033,"None",2.3,"None"
"1034",2034,"None",2.9,"None"
"1035",2035,"None",2.1,"None"
"1036",2036,"A",4.2,"None"
"1037",2037,"None",2.7,"None"
"1038",2038,"None",2.7,"None"
"1039",2039,"None",3.4,"None"
"1040",2040,"None",4.3,"None"
"1041",2041,"None",3.5,"None"
"1042",2042,"None",3.6,"None"
"1043",2043,"None",3.3,"A"
"1044",2044,"None",3.2,"None"
"1045",2045,"None",2.8,"None"
"1046",2046,"None",2.6,"None"
"1047",2047,"None",3.4,"None"
"1048",2048,"None",3.5,"None"
"1049",2049,"None",5.2,"None"
"1050",2050,"B",3.6,"None"
"1051",2051,"None",4.2,"None"
"1052",2052,"None",2.3,"None"
"1053",2053,"None",3.9,"None"
"1054",2054,"None",3.1,"None"
"1055",2055,"None",3,"None"
"1056",2056,"None",2.8,"None"
"1057",2057,"None",2.5,"None"
"1058",2058,"None",4.5,"None"
"1059",2059,"None",2.3,"None"
"1060",2060,"A",2.4,"A"
"1061",2061,"None",1.8,"A"
"1062",2062,"None",2.6,"A"
"1063",2063,"None",3,"None"
"1064",2064,"None",3.2,"None"
"1065",2065,"A",3.7,"None"
"1066",2066,"None",2.2,"None"
"1067",2067,"None",3.3,"None"
"1068",2068,"None",3,"None"
"1069",2069,"None",3.3,"None"
"1070",2070,"None",1.9,"None"
"1071",2071,"None",2.2,"None"
"1072",2072,"None",3.1,"None"
"1073",2073,"None",2.1,"None"
"1074",2074,"None",2.9,"None"
"1075",2075,"None",2.9,"None"
"1076",2076,"None",2.5,"None"
"1077",2077,"None",2,"A"
"1078",2078,"None",4.7,"None"
"1079",2079,"None",3.4,"None"
"1080",2080,"None",1.8,"None"
"1081",2081,"B",3.5,"None"
"1082",2082,"None",3.6,"None"
"1083",2083,"None",4.6,"None"
"1084",2084,"None",3.8,"None"
"1085",2085,"None",4.4,"None"
"1086",2086,"A",3.8,"None"
"1087",2087,"None",2.9,"None"
"1088",2088,"None",4.2,"None"
"1089",2089,"None",5.3,"None"
"1090",2090,"None",2.6,"None"
"1091",2091,"None",2.7,"None"
"1092",2092,"A",2.6,"None"
"1093",2093,"None",3.4,"None"
"1094",2094,"None",3.4,"A"
"1095",2095,"None",2.5,"A"
"1096",2096,"None",3.5,"None"
"1097",2097,"None",2.7,"A"
"1098",2098,"A",4,"None"
"1099",2099,"None",2.8,"None"
"1100",2100,"A",2.6,"A"
"1101",2101,"A",3.2,"None"
"1102",2102,"None",2.9,"None"
"1103",2103,"None",3.2,"None"
"1104",2104,"None",4.1,"None"
"1105",2105,"None",2.4,"None"
"1106",2106,"None",2.2,"None"
"1107",2107,"None",2.8,"None"
"1108",2108,"A",4,"None"
"1109",2109,"None",2.9,"None"
"1110",2110,"None",2.3,"None"
"1111",2111,"None",3.2,"None"
"1112",2112,"None",4.5,"None"
"1113",2113,"None",2.5,"None"
"1114",2114,"None",2.8,"None"
"1115",2115,"None",2,"None"
"1116",2116,"None",4.5,"None"
"1117",2117,"None",1.7,"None"
"1118",2118,"A",3.3,"None"
"1119",2119,"None",2.6,"None"
"1120",2120,"None",2.9,"None"
"1121",2121,"A",3.6,"None"
"1122",2122,"None",2.9,"A"
"1123",2123,"None",2.4,"None"
"1124",2124,"None",3.5,"None"
"1125",2125,"None",2.4,"None"
"1126",2126,"None",3.3,"None"
"1127",2127,"None",3,"None"
"1128",2128,"A",2.6,"None"
"1129",2129,"None",3.5,"None"
"1130",2130,"None",2.7,"None"
"1131",2131,"B",4,"None"
"1132",2132,"None",2.8,"A"
"1133",2133,"None",2.2,"None"
"1134",2134,"B",5,"None"
"1135",2135,"A",2.4,"None"
"1136",2136,"None",2.1,"None"
"1137",2137,"None",4.8,"None"
"1138",2138,"None",4.7,"A"
"1139",2139,"None",3,"None"
"1140",2140,"B",3.5,"None"
"1141",2141,"None",2.1,"A"
"1142",2142,"A",2.5,"A"
"1143",2143,"None",3.9,"None"
"1144",2144,"None",5.4,"None"
"1145",2145,"None",2.7,"None"
"1146",2146,"None",4.5,"None"
"1147",2147,"A",3.8,"None"
"1148",2148,"None",3.2,"None"
"1149",2149,"None",2.9,"None"
"1150",2150,"None",3.1,"None"
"1151",2151,"None",2.7,"None"
"1152",2152,"None",3.3,"None"
"1153",2153,"A",2.9,"None"
"1154",2154,"None",2.6,"None"
"1155",2155,"A",4.8,"None"
"1156",2156,"None",1.8,"None"
"1157",2157,"None",3.2,"None"
"1158",2158,"None",3.9,"None"
"1159",2159,"None",3.9,"None"
"1160",2160,"None",3.5,"None"
"1161",2161,"None",3.6,"A"
"1162",2162,"None",5.3,"None"
"1163",2163,"B",3.8,"None"
"1164",2164,"None",3,"None"
"1165",2165,"None",3.7,"None"
"1166",2166,"B",5.9,"None"
"1167",2167,"None",4.8,"None"
"1168",2168,"None",2.4,"None"
"1169",2169,"A",3.1,"None"
"1170",2170,"None",2.7,"None"
"1171",2171,"None",2.9,"None"
"1172",2172,"None",3.7,"None"
"1173",2173,"B",3.6,"None"
"1174",2174,"None",2.4,"None"
"1175",2175,"None",3.1,"None"
"1176",2176,"None",4.3,"B"
"1177",2177,"None",1.9,"None"
"1178",2178,"B",2.8,"None"
"1179",2179,"B",4.1,"B"
"1180",2180,"None",2.6,"None"
"1181",2181,"None",3.7,"None"
"1182",2182,"None",3.4,"None"
"1183",2183,"None",3.7,"A"
"1184",2184,"None",3.5,"None"
"1185",2185,"None",5.8,"None"
"1186",2186,"None",3.1,"None"
"1187",2187,"A",3.4,"None"
"1188",2188,"None",2.4,"None"
"1189",2189,"A",2.9,"None"
"1190",2190,"None",4.1,"None"
"1191",2191,"None",3.3,"None"
"1192",2192,"None",3,"None"
"1193",2193,"None",4.3,"None"
"1194",2194,"None",4.3,"None"
"1195",2195,"None",3,"A"
"1196",2196,"None",2.1,"None"
"1197",2197,"None",2.3,"A"
"1198",2198,"None",3.8,"None"
"1199",2199,"B",4.4,"None"
"1200",2200,"None",3.3,"None"
"1201",2201,"None",4,"None"
"1202",2202,"None",3.4,"None"
"1203",2203,"None",2.8,"None"
"1204",2204,"None",2.3,"None"
"1205",2205,"None",2.4,"None"
"1206",2206,"None",4.2,"None"
"1207",2207,"None",4.9,"A"
"1208",2208,"None",3.4,"None"
"1209",2209,"A",5.5,"None"
"1210",2210,"None",4.3,"None"
"1211",2211,"None",3.1,"None"
"1212",2212,"None",3.3,"None"
"1213",2213,"None",2.8,"None"
"1214",2214,"None",2.7,"None"
"1215",2215,"None",2.9,"None"
"1216",2216,"None",3.6,"None"
"1217",2217,"None",3.7,"None"
"1218",2218,"None",2.5,"None"
"1219",2219,"None",2.9,"A"
"1220",2220,"None",4.6,"None"
"1221",2221,"None",2.8,"None"
"1222",2222,"None",2.6,"None"
"1223",2223,"None",3.1,"None"
"1224",2224,"None",3.1,"None"
"1225",2225,"None",2.5,"None"
"1226",2226,"A",2.5,"None"
"1227",2227,"None",3.9,"None"
"1228",2228,"None",2.5,"None"
"1229",2229,"None",2.9,"None"
"1230",2230,"None",3.4,"None"
"1231",2231,"None",2.8,"None"
"1232",2232,"None",2.5,"None"
"1233",2233,"None",2.5,"None"
"1234",2234,"None",3.9,"None"
"1235",2235,"None",2.2,"None"
"1236",2236,"None",3.2,"None"
"1237",2237,"A",2.1,"None"
"1238",2238,"None",2.4,"A"
"1239",2239,"None",2.8,"A"
"1240",2240,"None",2.9,"None"
"1241",2241,"None",2.7,"None"
"1242",2242,"B",3.8,"None"
"1243",2243,"None",2.9,"A"
"1244",2244,"None",2.7,"None"
"1245",2245,"None",3.7,"None"
"1246",2246,"None",3.6,"None"
"1247",2247,"None",1.8,"None"
"1248",2248,"None",3.1,"None"
"1249",2249,"None",3.1,"None"
"1250",2250,"None",3.4,"None"
"1251",2251,"None",2.6,"None"
"1252",2252,"None",4.4,"None"
"1253",2253,"None",3.4,"None"
"1254",2254,"None",3.7,"None"
"1255",2255,"None",3.5,"None"
"1256",2256,"A",3.3,"None"
"1257",2257,"None",3.2,"None"
"1258",2258,"A",2.6,"None"
"1259",2259,"A",4.4,"None"
"1260",2260,"None",2.7,"None"
"1261",2261,"None",3.1,"None"
"1262",2262,"None",2.8,"None"
"1263",2263,"None",3.6,"None"
"1264",2264,"None",3.6,"None"
"1265",2265,"A",4.7,"None"
"1266",2266,"None",2.5,"None"
"1267",2267,"B",4.3,"None"
"1268",2268,"A",3.6,"A"
"1269",2269,"None",3.9,"None"
"1270",2270,"None",3.7,"None"
"1271",2271,"None",2.1,"None"
"1272",2272,"None",2.9,"None"
"1273",2273,"A",3.3,"None"
"1274",2274,"None",3.4,"None"
"1275",2275,"None",5.3,"None"
"1276",2276,"None",2.9,"None"
"1277",2277,"None",3.2,"None"
"1278",2278,"B",3.2,"None"
"1279",2279,"None",3.6,"None"
"1280",2280,"None",2.5,"None"
"1281",2281,"None",4,"None"
"1282",2282,"A",2.6,"None"
"1283",2283,"None",3.5,"None"
"1284",2284,"None",2.3,"None"
"1285",2285,"None",4.9,"None"
"1286",2286,"A",4.5,"None"
"1287",2287,"None",3.9,"None"
"1288",2288,"None",2.1,"None"
"1289",2289,"None",2,"None"
"1290",2290,"B",3.7,"None"
"1291",2291,"None",2.4,"None"
"1292",2292,"None",2.8,"None"
"1293",2293,"None",2.8,"None"
"1294",2294,"None",2.4,"None"
"1295",2295,"None",2.5,"None"
"1296",2296,"None",2.4,"None"
"1297",2297,"None",2.2,"None"
"1298",2298,"None",4.8,"None"
"1299",2299,"None",2.8,"None"
"1300",2300,"A",3.7,"None"
"1301",2301,"None",2.5,"None"
"1302",2302,"None",2.5,"None"
"1303",2303,"None",2,"None"
"1304",2304,"None",6.2,"None"
"1305",2305,"None",4.2,"None"
"1306",2306,"None",3.2,"None"
"1307",2307,"None",3.6,"None"
"1308",2308,"A",3.2,"None"
"1309",2309,"A",2.1,"None"
"1310",2310,"None",3.4,"None"
"1311",2311,"None",3.7,"None"
"1312",2312,"None",3,"None"
"1313",2313,"None",2.8,"None"
"1314",2314,"None",2.4,"None"
"1315",2315,"None",2.7,"None"
"1316",2316,"A",3.6,"A"
"1317",2317,"B",2.7,"None"
"1318",2318,"None",2.9,"None"
"1319",2319,"None",4.3,"None"
"1320",2320,"None",4.6,"None"
"1321",2321,"A",3.9,"None"
"1322",2322,"None",3.2,"None"
"1323",2323,"None",4.7,"None"
"1324",2324,"None",2.8,"None"
"1325",2325,"A",3.8,"None"
"1326",2326,"None",2.5,"None"
"1327",2327,"None",4.3,"None"
"1328",2328,"None",2.8,"None"
"1329",2329,"None",2.6,"None"
"1330",2330,"A",3.5,"None"
"1331",2331,"None",4.3,"None"
"1332",2332,"None",3,"None"
"1333",2333,"A",3.2,"None"
"1334",2334,"None",2.3,"None"
"1335",2335,"None",3.2,"None"
"1336",2336,"None",2.9,"None"
"1337",2337,"None",3.7,"A"
"1338",2338,"None",4.9,"None"
"1339",2339,"None",2.2,"None"
"1340",2340,"None",3.4,"None"
"1341",2341,"None",2.6,"A"
"1342",2342,"None",4,"None"
"1343",2343,"A",3.6,"None"
"1344",2344,"None",1.9,"None"
"1345",2345,"None",5.9,"None"
"1346",2346,"None",4.1,"None"
"1347",2347,"None",4.2,"A"
"1348",2348,"None",3.7,"None"
"1349",2349,"None",2.7,"None"
"1350",2350,"A",3.6,"None"
"1351",2351,"None",4.8,"None"
"1352",2352,"None",2.8,"None"
"1353",2353,"None",3.4,"None"
"1354",2354,"None",5.1,"None"
"1355",2355,"None",2.3,"None"
"1356",2356,"None",2.8,"None"
"1357",2357,"None",3.6,"None"
"1358",2358,"A",3.5,"None"
"1359",2359,"None",2.6,"None"
"1360",2360,"None",1.8,"None"
"1361",2361,"None",3.8,"None"
"1362",2362,"None",4.8,"None"
"1363",2363,"None",3.3,"None"
"1364",2364,"None",3.4,"B"
"1365",2365,"None",2.5,"None"
"1366",2366,"None",3.1,"None"
"1367",2367,"None",3.8,"None"
"1368",2368,"None",3.3,"None"
"1369",2369,"None",3.5,"None"
"1370",2370,"B",4.7,"None"
"1371",2371,"None",4.7,"A"
"1372",2372,"None",4.2,"None"
"1373",2373,"None",3.8,"None"
"1374",2374,"None",2.5,"None"
"1375",2375,"B",2.7,"None"
"1376",2376,"B",2.3,"None"
"1377",2377,"None",2.6,"None"
"1378",2378,"None",2.8,"None"
"1379",2379,"None",3.2,"None"
"1380",2380,"A",3.5,"None"
"1381",2381,"None",2.9,"None"
"1382",2382,"None",1.9,"None"
"1383",2383,"None",4.1,"None"
"1384",2384,"None",2.4,"None"
"1385",2385,"None",3.6,"None"
"1386",2386,"None",3.9,"None"
"1387",2387,"B",2.9,"None"
"1388",2388,"None",2.4,"None"
"1389",2389,"None",3.1,"None"
"1390",2390,"None",4.2,"None"
"1391",2391,"None",2.8,"None"
"1392",2392,"None",2.2,"None"
"1393",2393,"None",3.3,"None"
"1394",2394,"None",5.1,"None"
"1395",2395,"None",2.3,"None"
"1396",2396,"None",3.5,"None"
"1397",2397,"None",4.6,"A"
"1398",2398,"B",3.9,"None"
"1399",2399,"None",2.6,"None"
"1400",2400,"None",2.9,"None"
"1401",2401,"None",3.6,"None"
"1402",2402,"None",4,"None"
"1403",2403,"None",3.6,"None"
"1404",2404,"None",2.8,"None"
"1405",2405,"None",3.1,"A"
"1406",2406,"None",3.6,"None"
"1407",2407,"None",2.8,"None"
"1408",2408,"None",3,"None"
"1409",2409,"None",4.6,"None"
"1410",2410,"None",2.7,"None"
"1411",2411,"None",4.3,"None"
"1412",2412,"B",4.3,"B"
"1413",2413,"None",3.6,"None"
"1414",2414,"None",2.4,"None"
"1415",2415,"None",2.2,"None"
"1416",2416,"None",2.4,"None"
"1417",2417,"None",3.5,"None"
"1418",2418,"None",3.1,"None"
"1419",2419,"None",4.3,"None"
"1420",2420,"None",3.5,"None"
"1421",2421,"A",4.1,"None"
"1422",2422,"None",3.7,"None"
"1423",2423,"A",3.6,"None"
"1424",2424,"None",3.5,"None"
"1425",2425,"None",4.2,"None"
"1426",2426,"None",3.1,"None"
"1427",2427,"None",4,"None"
"1428",2428,"None",1.9,"None"
"1429",2429,"None",3.5,"None"
"1430",2430,"None",2.6,"None"
"1431",2431,"A",4.4,"None"
"1432",2432,"None",2.6,"None"
"1433",2433,"None",3.7,"None"
"1434",2434,"None",3.6,"None"
"1435",2435,"None",3.5,"None"
"1436",2436,"None",2.4,"None"
"1437",2437,"None",4.5,"A"
"1438",2438,"A",3,"None"
"1439",2439,"None",2.2,"None"
"1440",2440,"None",2.7,"None"
"1441",2441,"None",3.7,"None"
"1442",2442,"None",3.6,"None"
"1443",2443,"None",3.6,"None"
"1444",2444,"None",3.1,"None"
"1445",2445,"None",4.3,"None"
"1446",2446,"None",3.9,"None"
"1447",2447,"None",3.5,"None"
"1448",2448,"A",2.6,"None"
"1449",2449,"None",3.6,"None"
"1450",2450,"None",3.4,"None"
"1451",2451,"None",4.1,"None"
"1452",2452,"None",2.9,"None"
"1453",2453,"None",2.7,"None"
"1454",2454,"A",2.3,"None"
"1455",2455,"None",4.2,"None"
"1456",2456,"None",3,"None"
"1457",2457,"None",3.4,"None"
"1458",2458,"None",4.4,"None"
"1459",2459,"A",3.5,"None"
"1460",2460,"None",4.7,"None"
"1461",2461,"None",3.1,"None"
"1462",2462,"None",3.7,"None"
"1463",2463,"None",3.2,"None"
"1464",2464,"None",6.1,"None"
"1465",2465,"B",6,"B"
"1466",2466,"A",6.2,"A"
"1467",2467,"None",3.9,"None"
"1468",2468,"None",3.5,"None"
"1469",2469,"None",3,"None"
"1470",2470,"None",2.5,"None"
"1471",2471,"None",3,"None"
"1472",2472,"None",3.4,"None"
"1473",2473,"None",2.8,"None"
"1474",2474,"A",2.3,"None"
"1475",2475,"None",2.5,"None"
"1476",2476,"None",3,"A"
"1477",2477,"None",2.8,"None"
"1478",2478,"None",4.2,"None"
"1479",2479,"None",3.3,"None"
"1480",2480,"A",2.9,"None"
"1481",2481,"None",3.6,"None"
"1482",2482,"None",3.7,"None"
"1483",2483,"None",3.7,"None"
"1484",2484,"None",4.3,"None"
"1485",2485,"None",4.2,"None"
"1486",2486,"None",4.2,"B"
"1487",2487,"None",3.8,"None"
"1488",2488,"None",3.4,"None"
"1489",2489,"None",2.5,"None"
"1490",2490,"None",2.7,"None"
"1491",2491,"None",4.3,"None"
"1492",2492,"None",3.4,"None"
"1493",2493,"None",3.2,"None"
"1494",2494,"None",2.4,"None"
"1495",2495,"None",2.9,"None"
"1496",2496,"None",3,"None"
"1497",2497,"None",3.8,"None"
"1498",2498,"A",3.9,"None"
"1499",2499,"A",3.9,"A"
"1500",2500,"A",2.4,"A"
"1501",2501,"A",3.1,"None"
"1502",2502,"None",3.7,"None"
"1503",2503,"None",6.3,"None"
"1504",2504,"None",2,"None"
"1505",2505,"None",2.5,"None"
"1506",2506,"None",3.4,"None"
"1507",2507,"None",3.3,"None"
"1508",2508,"None",4.1,"None"
"1509",2509,"None",3.6,"None"
"1510",2510,"A",3.9,"A"
"1511",2511,"None",2.8,"None"
"1512",2512,"None",3.6,"None"
"1513",2513,"None",2.8,"None"
"1514",2514,"None",4.8,"None"
"1515",2515,"None",5.1,"None"
"1516",2516,"None",2.9,"None"
"1517",2517,"None",4.8,"None"
"1518",2518,"None",3.7,"None"
"1519",2519,"None",2.9,"None"
"1520",2520,"None",3,"None"
"1521",2521,"None",2.7,"None"
"1522",2522,"None",2.1,"None"
"1523",2523,"A",2.7,"A"
"1524",2524,"None",4.8,"None"
"1525",2525,"None",3.1,"None"
"1526",2526,"None",1.6,"None"
"1527",2527,"A",3.3,"None"
"1528",2528,"B",2.8,"None"
"1529",2529,"None",3.6,"None"
"1530",2530,"None",2.6,"None"
"1531",2531,"None",3.8,"B"
"1532",2532,"None",3.1,"None"
"1533",2533,"None",3.1,"None"
"1534",2534,"None",6.6,"None"
"1535",2535,"None",2.1,"None"
"1536",2536,"None",2.4,"None"
"1537",2537,"B",3.5,"None"
"1538",2538,"None",3.5,"None"
"1539",2539,"None",3.3,"None"
"1540",2540,"None",2.6,"A"
"1541",2541,"None",4.5,"None"
"1542",2542,"None",2.9,"None"
"1543",2543,"None",3.7,"None"
"1544",2544,"None",3.2,"None"
"1545",2545,"None",2.3,"None"
"1546",2546,"None",2.6,"None"
"1547",2547,"None",3.3,"A"
"1548",2548,"None",4,"None"
"1549",2549,"None",3.5,"None"
"1550",2550,"A",2.7,"None"
"1551",2551,"None",4.8,"None"
"1552",2552,"None",3.5,"A"
"1553",2553,"None",3.2,"None"
"1554",2554,"None",3.7,"None"
"1555",2555,"A",3.2,"A"
"1556",2556,"None",3.8,"A"
"1557",2557,"B",3.4,"None"
"1558",2558,"B",3.6,"None"
"1559",2559,"None",2.6,"None"
"1560",2560,"None",3,"None"
"1561",2561,"None",4.2,"None"
"1562",2562,"None",3.7,"None"
"1563",2563,"None",2.2,"None"
"1564",2564,"None",1.9,"None"
"1565",2565,"A",3,"None"
"1566",2566,"None",5.3,"None"
"1567",2567,"B",4.5,"None"
"1568",2568,"None",3.9,"None"
"1569",2569,"None",2.9,"None"
"1570",2570,"None",4.4,"None"
"1571",2571,"None",3.4,"None"
"1572",2572,"None",3.6,"None"
"1573",2573,"None",4.2,"None"
"1574",2574,"None",3.7,"B"
"1575",2575,"A",3.8,"A"
"1576",2576,"A",2.1,"None"
"1577",2577,"None",3.7,"None"
"1578",2578,"None",2.9,"None"
"1579",2579,"B",3.4,"None"
"1580",2580,"B",3.1,"None"
"1581",2581,"B",5.2,"B"
"1582",2582,"None",4.2,"None"
"1583",2583,"A",2.7,"A"
"1584",2584,"None",3.2,"None"
"1585",2585,"None",3.3,"None"
"1586",2586,"A",3.2,"None"
"1587",2587,"None",2.5,"None"
"1588",2588,"None",3.5,"None"
"1589",2589,"B",4,"None"
"1590",2590,"None",3.1,"None"
"1591",2591,"None",3.8,"None"
"1592",2592,"None",2.2,"None"
"1593",2593,"None",3.9,"None"
"1594",2594,"None",3.4,"None"
"1595",2595,"None",4.6,"None"
"1596",2596,"A",4.8,"None"
"1597",2597,"A",2.3,"None"
"1598",2598,"None",2.3,"A"
"1599",2599,"None",2.9,"None"
"1600",2600,"None",4.1,"None"
"1601",2601,"None",2.4,"None"
"1602",2602,"None",2.8,"None"
"1603",2603,"A",3.7,"None"
"1604",2604,"None",2.4,"None"
"1605",2605,"A",3,"None"
"1606",2606,"None",2.9,"None"
"1607",2607,"A",3,"None"
"1608",2608,"None",2.4,"A"
"1609",2609,"None",2.8,"None"
"1610",2610,"None",2,"A"
"1611",2611,"None",4,"None"
"1612",2612,"None",3.3,"None"
"1613",2613,"None",2,"None"
"1614",2614,"None",3.8,"None"
"1615",2615,"None",2,"None"
"1616",2616,"None",3,"None"
"1617",2617,"B",4.7,"None"
"1618",2618,"None",1.8,"None"
"1619",2619,"None",4,"None"
"1620",2620,"None",4.2,"None"
"1621",2621,"None",2.6,"None"
"1622",2622,"None",4.7,"None"
