"","sex","mstatus","age","children","occupation","education","income","avbal","avtrans","decision"
"418",2,3,26,0,8,4,10311.604442,28925.589592,2375.811771,2
"419",1,3,22,0,6,4,9465.08,17810.63,2466.62,2
"420",2,1,68,2,9,1,2625.81,20696.63,867.35,3
"421",1,3,26,0,7,4,9050.381331,25861.584225,2548.586048,2
"422",2,2,40,2,4,4,4282.43,30037.17,753.6,1
"423",1,3,23,0,6,4,9636.966918,18902.236745,2548.015595,2
"424",1,3,23,0,6,4,9584.986824,18259.422753,2563.631597,2
"425",1,2,65,1,4,4,2806.586206,21822.873101,936.497975,1
"426",1,2,48,1,6,1,7449.648698,44574.497675,5643.937751,1
"427",2,1,57,0,5,4,6000.13,27015.19,2434.6,3
"428",1,2,52,1,2,1,4892.6,25482.14,2894.78,1
"429",1,2,47,3,3,4,6076.817941,36243.788535,2703.487215,1
"430",2,2,47,2,7,4,2866.3,18821,1161.29,1
"431",1,3,24,0,4,1,9211.97,25957.57,2595.54,2
"432",1,2,27,3,5,4,7828.41,24030.28,1793.85,3
"433",2,3,24,0,8,4,11154.464304,29580.105193,2289.785712,2
"434",2,4,63,2,6,4,2804.96,31031.11,2590.77,3
"435",1,3,28,0,2,4,4007.31,15915.4,1159.84,3
"436",1,3,20,0,5,3,1782.013994,9815.173864,1167.651839,2
"437",1,2,38,1,6,2,4147.2,57314.44,8138.31,1
"438",2,3,26,0,7,4,4562.686618,24999.020778,2434.544847,2
"439",1,2,41,2,1,1,8477.8,45466.29,5885.52,1
"440",2,3,41,0,8,1,15018.77,45120.77,4387.11,3
"441",2,2,33,1,8,3,2284.61,16098.74,1196.33,1
"442",1,2,47,4,3,4,5715.3,10225.96,1579.61,3
"443",1,2,60,2,7,3,2786.429907,12485.644974,675.885101,1
"444",1,3,24,0,6,4,9773.730178,18997.795309,2655.514575,2
"445",1,2,36,2,7,4,3124.31,17124.01,867.15,1
"446",2,2,42,1,8,1,7640.84184,54510.634156,3477.150899,1
"447",2,2,28,1,2,4,3728.02,34551.76,1792.58,1
"448",1,2,37,2,7,3,2580.308109,18577.380286,1171.223145,1
"449",1,2,67,0,9,4,2161.14,15849.68,1348.57,1
"450",2,2,32,3,3,2,14243.42,46115.76,4169.93,1
"451",1,2,44,3,7,3,1420.557586,12168.940031,897.322384,1
"452",2,3,29,1,8,4,10385.481239,32149.508436,1720.509592,2
"453",1,4,82,2,9,4,3960.11,15056.3,679.79,3
"454",2,2,24,1,9,3,744.49824,8565.721342,1383.777182,1
"455",1,2,32,2,6,4,3847.692486,29923.21297,1279.84592,1
"456",1,3,34,0,3,4,7185.3,23265.02,1103.85,3
"457",1,2,32,2,2,3,2804.080133,20478.888634,1141.870383,1
"458",1,2,34,1,5,4,7219.35,12122.14,2029.55,1
"459",2,2,65,1,9,1,2585.46,29592.53,815.53,3
"460",1,3,22,0,3,4,4424.638954,26126.155759,1748.057893,2
"461",2,2,39,1,2,3,1996.59,18509.98,475.83,1
"462",2,3,24,0,1,4,7485.82,21420.86,2433.15,3
"463",1,2,43,0,1,1,8978.910665,14102.330805,2005.677044,1
"464",2,2,37,2,6,1,13452.37,38738.27,4325.51,1
"465",1,3,27,0,6,4,7852.794716,27135.437018,2661.306314,2
"466",2,3,28,0,1,1,11239.19,55977.79,4318.37,2
"467",1,2,45,1,1,1,7736.084858,41961.612935,2780.598465,1
"468",1,3,26,0,3,3,2058.16,16096.06,2063.76,3
"469",2,3,20,0,7,4,4954.471342,23657.67497,1828.184441,2
"470",1,2,40,2,7,4,4247.5,20500.39,1443.43,1
"471",1,3,25,0,6,4,6781.242592,26636.592917,2603.190483,2
"472",1,3,27,0,6,4,5367.153361,29780.337643,2501.602666,2
"473",1,4,60,3,3,2,10170.47,45338.34,4761.22,3
"474",2,3,19,0,4,3,4892.691038,21092.236788,724.302333,2
"475",1,2,22,2,3,3,1258.07,8635.55,1809.69,1
"476",1,3,28,1,1,4,10993.066331,35592.666228,1898.323125,2
"477",1,2,46,1,7,3,2130.759077,16894.998346,554.425421,1
"478",2,2,41,1,1,3,8948.02,15226.9,1718.37,1
"479",1,3,27,0,6,4,6266.712327,26754.586237,2685.742424,2
"480",1,3,21,0,6,4,7183.089348,26594.153788,2900.855886,2
"481",2,3,28,0,5,4,8057.168266,13466.082563,1703.026831,2
"482",2,3,20,0,7,4,4936.38364,23254.429154,1371.519775,2
"483",1,3,26,2,1,4,8604.617106,45309.825266,3473.747493,2
"484",1,3,21,0,6,4,7150.602351,26571.682114,2829.159398,2
"485",1,3,24,0,6,4,12572.578304,17679.425875,3204.179607,2
"486",1,3,30,0,1,1,2320.77,19511.52,1260.93,3
"487",1,3,27,0,8,4,7888.416064,27565.296298,2683.671586,2
"488",1,3,27,0,8,4,7894.808042,27746.407285,2366.349579,2
"489",1,3,26,0,7,4,9039.965235,26000.461027,2570.564897,2
"490",2,2,57,2,9,3,2178.029143,7592.59292,1536.113429,1
"491",1,3,26,1,1,4,8939.669817,43898.632671,3471.920775,2
"492",1,3,27,0,2,3,2640.519268,16447.621091,528.035646,2
"493",1,2,37,2,7,3,2614.276814,18677.519779,1025.613394,1
"494",1,3,24,0,6,4,6728.347093,27693.53154,3297.921242,2
"495",2,2,53,1,4,4,4978.469199,22580.847327,1497.767719,1
"496",1,3,21,0,6,4,7318.877717,27667.998418,3365.937642,2
"497",2,3,32,0,3,1,7258.44,38175.67,3227.52,3
"498",1,1,50,1,7,4,5298.03,33920.4,1500.14,3
"499",2,3,27,0,7,1,4899.43,26342.31,2994.99,3
"500",1,2,33,2,7,4,4974.5,25767.69,612.52,3
"501",1,3,24,0,6,4,10463.995347,17483.545874,2601.01822,2
"502",1,2,55,0,1,1,7670.192769,41964.69345,2802.759578,1
"503",1,2,60,2,1,1,8415.090333,14422.631511,1718.212392,1
"504",1,3,24,0,6,4,6788.999212,26609.61989,2640.419361,2
"505",2,2,68,2,9,4,3500.03,15629.71,361.46,3
"506",1,3,24,0,6,4,6811.497741,27032.529682,2916.515027,2
"507",1,3,35,0,7,3,3508.96,12346.86,437.7,3
"508",1,3,27,0,8,4,7894.174578,27718.789102,2474.443586,2
"509",2,2,39,2,7,3,3983.260834,15702.004777,1108.748833,1
"510",1,3,23,0,2,3,1888.87896,16623.030886,576.436126,2
"511",1,2,42,1,6,4,4313.362453,25481.263843,2863.933867,1
"512",1,3,27,0,7,4,9024.403944,25876.595031,2567.633242,2
"513",1,3,26,2,1,4,10470.266506,46401.832874,3368.546311,2
"514",1,3,23,0,2,3,3628.972282,16835.710566,322.885714,2
"515",2,2,42,2,7,3,3749.000745,8999.942982,707.204629,1
"516",1,2,32,0,4,3,2570.25,4004.41,1135.59,3
"517",1,2,50,1,3,1,10821.98137,33758.934281,3991.722315,1
"518",2,3,23,0,7,4,4592.576784,26216.722473,1792.859045,2
"519",1,3,25,0,6,4,5524.00136,28508.166055,2603.662358,2
"520",1,3,25,0,6,4,6320.495812,26112.339064,2456.486631,2
"521",1,1,34,1,4,4,6068.6,5378.2,984.01,3
"522",2,3,28,0,3,4,3141.35,36605.62,1870.51,3
"523",1,2,48,2,1,1,8352.684569,14075.301825,1813.546491,1
"524",1,3,26,0,1,4,10883.911009,38035.624926,1659.696486,2
"525",2,4,59,0,4,4,5006.93,10404.44,1448.95,3
"526",1,2,40,3,5,3,2253.39,13349.16,777.23,1
"527",1,3,22,0,6,4,6902.984889,26739.604191,2794.736182,2
"528",1,2,31,1,1,4,7204.298456,12084.297812,2328.780543,1
"529",1,2,39,2,2,2,9691.79,24948.8,949.69,3
"530",2,3,23,0,7,4,4640.801315,25830.838266,1869.982184,2
"531",1,3,23,0,6,4,9837.548871,17512.798248,2507.508772,2
"532",2,3,26,0,7,4,4021.476552,25080.3691,2466.168996,2
"533",1,2,25,0,5,4,9489.81,25158.06,1859.45,1
"534",2,4,46,2,6,1,11076.64,39165.49,4656.02,3
"535",1,3,24,0,2,3,2598.27253,16892.658047,492.020941,2
"536",2,1,45,2,4,3,1028.85,9153.72,1082.24,3
"537",2,3,27,2,4,3,5522.656222,20208.98972,972.429698,2
"538",1,2,42,1,3,1,11142.811706,33447.903151,4789.925252,1
"539",1,3,27,0,6,4,6242.951372,26549.083544,2689.663294,2
"540",1,2,39,1,3,3,1068.473537,15927.059941,1210.068431,1
"541",1,2,64,0,4,4,3671.391948,21593.165596,922.803685,1
"542",1,2,44,2,3,3,767.75,11850.44,1325.96,3
"543",1,3,27,0,1,4,10457.575799,47948.314776,3135.660591,2
"544",1,2,37,0,1,1,8750.367423,41495.563861,2353.767773,1
"545",2,4,90,2,9,4,3830.58,16578.83,1259.18,3
"546",2,2,40,1,7,3,2854.628756,10364.314917,952.489894,1
"547",1,3,26,0,2,3,3832.990482,16522.947218,506.402276,2
"548",1,2,33,1,6,4,10363.629808,30424.589678,3061.582028,1
"549",1,3,22,0,5,3,2900.672686,10092.661108,847.26046,2
"550",1,3,23,0,6,4,9803.831363,17650.655365,2451.898356,2
"551",1,2,29,1,5,4,8374.017929,25545.190272,1537.909322,1
"552",1,4,42,2,7,4,5091.2,9689.83,1273.81,3
"553",2,2,34,2,4,4,5160.440833,22828.184958,1533.665369,1
"554",1,2,38,3,2,3,2044.98,13226.12,181.69,3
"555",1,1,64,0,8,2,11960.26,61138.6,6896.69,3
"556",1,2,41,1,5,4,5814.845309,26878.792681,854.756784,1
"557",1,2,46,2,4,4,3552.000986,20277.882636,1429.942225,1
"558",1,2,29,0,8,4,2452.917863,17119.889013,2180.682878,1
"559",2,3,24,0,7,4,4598.56067,25751.508943,1763.134226,2
"560",2,3,20,0,7,4,4948.391511,23581.97911,1446.97829,2
"561",2,1,62,3,1,4,6670.27,25640.38,527.66,3
"562",2,3,46,0,8,2,12214.12,72994.93,7301.07,3
"563",1,2,32,0,1,3,1162.795031,15995.588644,1210.982359,1
"564",1,3,29,0,3,3,2231.17,16432.66,1186.89,3
"565",2,2,40,3,4,4,4994.661108,22480.004676,2414.001465,1
"566",1,3,24,0,5,3,3678.423054,10532.679185,999.189761,2
"567",2,3,29,1,8,4,10316.119558,32428.957282,1732.185788,2
"568",2,2,36,2,7,3,2223.531817,16415.160816,397.976536,1
"569",1,3,34,0,3,1,9302.75,19956.82,2997.42,3
"570",1,1,33,0,5,1,7297.42,46047.68,4702.1,3
"571",1,2,65,1,4,3,2747.080599,21576.697958,930.753717,1
"572",1,2,39,2,5,4,6405.42392,27178.688528,1463.11231,1
"573",1,4,83,3,9,1,4534.29,18716.42,890.08,3
"574",2,3,26,0,3,2,10777.86,18021.58,6514.19,3
"575",2,2,31,3,7,4,4975.3,17166.43,1169.43,3
"576",1,2,40,2,5,4,5953.579053,28003.764515,1371.335102,1
"577",2,1,37,0,4,4,7737.91,11885.22,1548.4,3
"578",1,3,21,0,6,4,7026.559667,26443.448324,2740.22069,2
"579",2,2,54,2,9,3,1412.238317,7600.147638,1467.192715,1
"580",1,2,48,1,7,3,1893.007427,12105.060237,613.400284,1
"581",2,3,27,0,5,4,7992.018659,13050.507014,1946.879533,2
"582",1,1,73,2,9,4,4378.06,14914.94,1372.8,3
"583",1,2,39,2,7,3,1175.9,12520.68,956.84,3
"584",2,2,40,1,7,1,5843.79,35709.73,2616.6,3
"585",1,2,30,0,1,3,1213.023319,16036.411751,1211.929526,1
"586",2,2,26,1,2,4,3983.86,13557.57,984.02,3
"587",1,2,36,2,6,4,4172.01263,20583.928636,1458.89222,1
"588",2,2,69,1,9,4,4215.06,4563.31,1651.31,1
"589",1,3,21,0,6,4,6966.838536,26460.396103,2757.29939,2
"590",1,2,40,2,7,4,5720.136753,35701.147791,1400.333354,1
"591",1,2,22,0,8,4,2662.015917,16827.333611,2196.924183,1
"592",1,1,45,2,4,1,7311.08,18248.45,3152.17,3
"593",1,3,29,0,1,4,11069.811158,48031.084477,2675.462476,2
"594",2,3,24,0,7,3,2048.54,11285.16,978.51,3
"595",2,3,27,0,5,4,7998.705275,13114.665995,1923.430407,2
"596",1,2,39,2,1,4,5382.84,21458.64,1585.45,3
"597",1,2,38,2,5,4,6416.304309,27123.180352,1525.523843,1
"598",1,3,29,1,1,4,11566.918128,39013.548465,1739.197962,2
"599",1,3,27,0,2,3,4312.134153,17740.076308,520.350522,2
"600",1,3,21,1,6,4,7304.240447,28022.780564,3863.252524,2
"601",1,3,27,0,6,1,9189.935568,25706.932496,4224.821226,2
"602",1,3,21,0,5,2,15454.28,25290.38,4972.15,3
"603",1,2,41,2,6,3,2884.27,10959.44,1065.22,3
"604",1,2,35,2,7,3,2546.588628,18812.004351,965.049691,1
"605",1,3,26,0,7,4,9056.791509,25905.058621,2548.15505,2
"606",1,2,41,3,7,3,2871.845646,18776.839552,1355.203879,1
"607",2,3,31,0,4,3,1001.33,12018.35,209.87,3
"608",1,2,52,2,3,1,9198.67,33090.32,4961.85,3
"609",2,3,30,1,8,4,10374.140669,32848.456916,1834.766587,2
"610",1,3,24,0,1,4,4200.32,20587.99,556.05,3
"611",1,2,43,1,7,3,1578.203203,18241.308233,648.578423,1
"612",1,3,24,0,2,3,2539.413824,16788.476384,515.353123,2
"613",2,2,26,2,5,4,4985.57,10973.46,2729.26,1
"614",1,3,23,0,6,4,12442.693284,17728.083891,3126.54875,2
"615",1,2,58,2,7,3,2866.342002,12619.202732,727.855321,1
"616",2,3,25,0,3,4,2607.09,29870.55,432.46,3
"617",1,2,35,1,6,4,4331.462482,20225.652175,2614.945649,1
"618",1,3,26,1,1,4,8856.502996,43900.718665,3472.122454,2
"619",1,2,40,0,3,4,4014.03,32592.7,2298.18,3
"620",2,2,39,3,7,1,2889.19,12049.87,2636.81,3
"621",2,2,32,2,7,3,3121.462241,19620.379281,1081.815161,1
"622",1,3,22,0,4,1,5636.37,25011.36,2535.67,3
"623",2,2,39,3,1,3,2041.377091,16053.50106,644.656343,1
"624",1,3,24,0,1,3,13056.93,35535.66,4908.91,3
"625",1,3,24,0,2,3,2360.781402,16705.749584,535.532246,2
"626",1,3,24,0,2,3,3119.679216,17459.455262,3367.170678,2
"627",2,3,21,0,7,4,4693.485586,24891.609623,2142.569942,2
"628",1,3,25,0,6,4,6540.618509,26221.385198,2616.954112,2
"629",1,3,48,0,7,4,7760.13,13585.9,1608.84,3
"630",2,2,43,1,8,1,9687.514689,54905.924177,2758.212813,1
"631",1,2,67,3,7,4,3884.337138,19258.448945,1404.363673,1
"632",1,3,26,0,6,4,12617.842841,17634.431938,3252.614559,2
"633",1,3,24,0,2,3,2319.684872,16712.407576,549.930194,2
"634",1,3,20,0,3,3,1756.45,7872.09,1199.28,2
"635",1,3,27,0,6,4,7852.78383,27081.178267,2656.464451,2
"636",2,1,31,1,7,2,3514.06,55554.49,3809.98,3
"637",2,3,28,0,8,4,12105.58938,30446.88933,3083.992179,2
"638",2,2,24,1,5,3,668.36,8383.41,1290.08,1
"639",1,2,40,1,3,3,1007.530258,15731.492885,1206.191432,1
"640",1,2,65,1,6,4,3491.616068,24898.195383,1433.128466,1
"641",2,2,40,4,6,1,8882.35,40293.11,5939.93,3
"642",2,2,37,2,7,4,5386.55,36293.6,2308.35,3
"643",1,2,22,1,5,3,1500.4,21697.37,1862.66,3
"644",1,2,36,2,6,4,9271.018974,29785.748136,3750.958086,1
"645",1,2,40,1,7,4,4907.793399,34769.182652,1247.643124,1
"646",1,4,71,0,9,1,5163.77,8018.26,1079.94,3
"647",2,2,33,1,6,4,10283.55,30008.13,1748.56,1
"648",1,3,25,3,4,4,7010.281543,21310.456406,2601.98473,2
"649",1,1,72,1,9,4,2836.73,7133.06,243.67,3
"650",1,1,65,2,9,4,3099.61,4686.96,916.3,3
"651",1,2,40,3,7,4,2512.233142,4333.8928,1454.676853,1
"652",1,2,35,1,5,3,1899.2,16227.06,702.96,3
"653",1,3,28,0,1,4,10860.209151,35305.69485,1808.777554,2
"654",1,3,27,0,6,4,6402.768041,26700.466144,2639.250541,2
"655",1,2,52,1,1,1,8052.530784,41816.228904,2890.157324,1
"656",2,3,33,0,5,3,2138.89,22048.03,265.22,3
"657",1,3,21,0,6,4,7230.384928,26489.642023,2897.107052,2
"658",1,2,27,1,1,1,8341.306997,42096.406953,2691.5638,1
"659",2,3,27,0,5,4,8393.879829,11645.802366,2026.98009,2
"660",1,4,87,2,9,2,4689.28,33038,1353.32,3
"661",1,2,64,3,4,3,2723.4,21821.02,1324.28,3
"662",1,3,21,0,5,3,2881.14701,10045.756009,793.72345,2
"663",2,1,50,3,2,4,5560.42,28887.65,999.76,3
"664",1,3,28,0,1,4,11216.463246,49310.844401,2852.561382,2
"665",1,3,40,0,2,4,3882.51,23513.36,1145.44,3
"666",1,2,62,1,7,4,4321.832467,19625.533043,1556.100663,1
"667",1,3,26,0,5,3,3722.22059,10742.709127,1245.825217,2
"668",1,2,33,1,1,1,7780.029241,41958.079392,2693.136319,1
"669",1,3,28,0,1,4,10941.285001,48989.362243,2864.668667,2
"670",2,2,52,1,4,4,6161.74,21338.27,1551.74,3
"671",1,3,23,0,4,4,6832.43025,21927.641386,2484.50933,2
"672",1,2,49,2,6,4,8054.828838,29424.846456,1973.780404,1
"673",2,1,57,2,7,4,4996.54,15985.3,2328.75,3
"674",1,2,47,2,6,4,2739.127436,28163.187637,1437.130859,1
"675",1,3,22,0,5,3,2823.908851,10042.77363,855.140554,2
"676",1,3,25,0,6,1,9444.686179,25945.481555,4253.534416,2
"677",1,2,30,2,6,1,9946.075899,45981.387602,3141.433316,1
"678",1,2,69,1,9,3,1499.97,10697.22,1354.99,3
"679",1,2,60,1,7,3,2796.362434,12447.279545,992.88039,1
"680",1,2,49,0,1,1,8891.85,42118.33,2018.23,1
"681",2,2,22,2,5,1,8212.69,40886.35,3029.8,1
"682",1,2,38,2,7,3,3309.350279,20194.043552,734.508377,1
"683",1,3,21,0,4,4,6797.982559,22606.986201,2177.634871,2
"684",1,3,20,0,4,4,6679.844048,22868.287162,2106.547042,2
"685",1,2,32,1,4,3,3082.00502,20800.736746,1576.520942,1
"686",1,2,35,2,7,3,1584.06,16853.17,1028.19,3
"687",1,2,34,2,7,1,8634.24,44913.59,2236.69,3
"688",1,3,22,0,4,4,7583.40557,22556.118824,2412.756499,2
"689",1,2,33,2,7,3,2803.207419,19571.888743,1139.401271,1
"690",1,2,47,2,6,4,9218.443323,28871.147623,1336.214043,1
"691",2,3,27,0,5,4,8501.967867,11645.958303,2027.111338,2
"692",1,3,25,0,2,3,2987.437517,17481.152271,2632.905356,2
"693",1,3,28,0,1,4,10767.464199,47801.240725,2662.216956,2
"694",1,2,48,2,7,3,3773.447753,19435.744138,731.419613,1
"695",1,3,22,0,6,4,5629.308246,26053.978953,2120.180222,2
"696",2,3,27,0,5,4,7996.980725,13376.283031,1942.844473,2
"697",1,2,38,4,4,3,1181.14,19858.82,823.23,3
"698",1,2,46,2,6,4,3708.410937,27984.793847,1343.133685,1
"699",1,3,23,0,6,4,9871.06629,17644.788124,2482.108472,2
"700",1,3,26,0,2,3,3489.82664,17554.370059,437.973099,2
"701",1,1,40,2,8,3,2892.27,12045.38,1589.89,3
"702",1,3,23,0,6,4,9666.936464,18879.890276,2571.324988,2
"703",1,1,57,0,7,3,2847.56,17110.17,851.85,3
"704",2,3,26,0,7,4,4587.447545,24997.819985,2400.703866,2
"705",2,3,26,0,7,4,4605.300058,24979.153973,2430.520667,2
"706",1,3,27,0,2,3,3354.356829,17630.275559,465.891396,2
"707",1,4,60,1,3,3,1968.71,19248.22,1724.96,3
"708",2,3,40,0,3,3,1996.56,19775.39,861.81,3
"709",2,3,27,0,5,4,7688.58588,11662.402803,1953.879414,2
"710",2,3,28,0,5,4,6285.579167,12455.522326,1909.302702,2
"711",2,3,22,0,7,4,4954.724939,23654.996579,1695.699107,2
"712",2,3,28,0,8,4,11725.756094,30474.953257,2947.487109,2
"713",1,3,27,0,5,4,8002.943074,13522.935527,1919.452708,2
"714",1,3,21,0,4,2,11982.47,53421.89,1783.68,2
"715",1,2,36,2,3,1,11170.498905,33796.782564,7025.948845,1
"716",1,3,27,0,8,4,7890.023325,27665.662785,2592.641946,2
"717",2,4,87,3,9,4,4874.08,18941.99,863.56,3
"718",2,3,28,0,3,3,565.66,15456.75,1865,3
"719",1,3,25,0,6,4,12642.941225,17632.996926,3361.799245,2
"720",2,3,23,0,7,4,3463.3471,24230.22585,1988.69598,2
"721",1,2,41,1,5,4,5814.292497,27426.428324,967.190939,1
"722",1,2,27,2,2,4,2109.48,19095.84,1103.11,3
"723",2,2,39,2,7,3,3458.13293,15655.325372,814.047408,1
"724",2,2,35,1,4,1,9979.31,26134.38,2065.62,3
"725",2,1,42,1,7,4,4555.28,39739.32,1969.29,3
"726",2,3,30,1,8,4,10303.778549,32570.890258,1826.241207,2
"727",1,2,46,0,1,1,8891.85,42118.33,2018.23,1
"728",2,2,51,0,9,3,2258.1374,9178.875635,1542.267711,1
"729",1,3,27,0,7,4,9200.274353,25910.247142,3355.722306,2
"730",2,3,30,1,8,4,10235.439465,32617.297625,1827.175694,2
"731",1,1,48,1,8,4,11306.48,45672.71,3306.97,3
"732",1,3,27,2,6,4,9402.145876,19172.219991,2612.764156,2
"733",1,2,53,1,7,4,7614.406131,19808.857568,991.289115,1
"734",1,3,20,0,5,3,2035.184689,10031.161465,1008.84323,2
"735",1,3,22,2,6,4,7000.793999,20134.541509,2689.589429,2
"736",1,3,20,0,5,3,586.86,15931.03,1567.66,3
"737",1,2,45,1,3,3,1283.11,21000.74,1087.18,3
"738",1,3,27,0,8,4,7894.240525,27727.820654,2404.682265,2
"739",2,2,57,2,7,3,2225.411467,7658.924328,1314.298228,1
"740",1,3,22,0,6,4,6392.932816,26253.975153,2197.727405,2
"741",1,2,30,2,6,4,2803.106065,28860.985697,2376.963081,1
"742",1,3,26,0,7,4,9129.602876,25947.655329,2573.431355,2
"743",1,3,23,0,2,3,3763.370554,17404.741679,605.518483,2
"744",2,2,59,2,7,4,2210.32,7543.98,1293.92,1
"745",1,1,57,0,1,3,12214.12,72994.93,7301.07,3
"746",1,2,58,2,7,3,3146.528662,12541.418573,845.837007,1
"747",2,4,73,1,9,3,1694.83,8837.19,1342.45,3
"748",1,1,29,1,6,4,6612.07,28284.88,3669.22,2
"749",1,3,28,0,1,4,11079.306648,54772.345088,3986.650056,2
"750",1,2,67,0,9,3,1927.01,5491.91,815.74,3
"751",2,3,44,0,7,2,4856.72,29800.92,3829.94,3
"752",2,3,26,0,7,4,4612.339916,25160.232348,2351.671969,2
"753",2,2,29,1,9,3,1849.956955,8965.402341,1192.032172,1
"754",1,3,28,0,3,4,7067.84,14085.66,3020.8,3
"755",2,1,48,0,8,1,9390.82,17968.03,2414.97,3
"756",2,2,38,1,6,1,13410.624281,37580.800614,4033.835777,1
"757",2,1,48,0,2,3,864.33,3960.82,589.42,3
"758",1,2,42,1,5,4,5755.571532,26872.280763,668.538563,1
"759",1,3,38,0,8,2,18900.69,50930.82,6210.63,3
"760",1,3,37,0,7,3,2368.34,6049.24,1076.91,3
"761",1,2,40,1,6,1,8885.15653,45660.348233,5797.067812,1
"762",1,2,32,2,8,2,9241.597689,68588.505951,3703.312598,1
"763",1,2,40,2,5,4,5856.164428,29906.122472,783.176631,1
"764",1,3,23,2,4,4,7001.83948,20635.40288,2623.168,2
"765",2,4,60,1,3,1,6016.4,38781.4,2869.1,3
"766",1,1,43,2,6,4,4838.32,30628.38,2200.88,3
"767",2,2,43,2,7,3,3323.912217,10806.507434,1055.236496,1
"768",2,2,47,2,7,3,3499.466266,10151.195222,659.128651,1
"769",2,3,26,0,7,4,4827.052672,25098.626939,2374.041003,2
"770",2,1,30,2,7,1,10241.25,24121.35,2439.98,3
"771",1,3,23,1,4,4,6839.685411,21922.179235,2518.210726,2
"772",1,2,43,2,7,4,1780.266129,2884.559952,1074.147179,1
"773",2,2,59,1,7,3,2235.572676,7673.21865,1275.246674,1
"774",1,3,48,0,5,4,6708.68,36184.38,2603.56,3
"775",1,2,68,1,9,4,3087.85,23905.9,1590.28,3
"776",1,3,27,0,1,4,10544.735274,50251.147788,3018.292354,2
"777",1,2,57,1,6,3,3105.39,33003.48,1776.81,3
"778",1,3,26,0,2,3,3961.993654,17569.874502,608.810037,2
"779",1,2,33,1,4,3,2452.747804,20809.733002,2077.378741,1
"780",2,2,28,4,5,4,5657.13,17438.08,1994.03,1
"781",1,2,31,2,7,3,1269.535404,12044.020272,938.802548,1
"782",2,2,35,2,3,4,5295.53,22866.75,2174.63,1
"783",2,2,36,0,8,4,7085.18,32249.38,2389.03,3
"784",1,4,56,1,2,4,4140.42,5780.7,1724.59,3
"785",1,3,24,0,2,3,3733.042366,16507.515122,384.502261,2
"786",1,2,56,0,8,4,2264.955547,16723.626396,1790.563264,1
"787",1,1,72,2,9,3,991.15,6977.61,485.29,3
"788",1,3,28,0,1,4,11037.198233,47934.328385,2676.151371,2
"789",1,3,26,0,6,4,6427.658066,26692.232606,2684.744351,2
"790",2,3,24,0,8,4,10917.527287,29090.053529,2291.003028,2
"791",1,4,60,2,8,4,6463.95,38496.93,2368.3,3
"792",2,2,28,2,5,3,907.175897,22024.376057,1675.860921,1
"793",1,3,23,0,6,4,9656.013991,18883.348608,2556.833216,2
"794",1,2,65,0,5,4,5999.94,19611.86,2509.22,3
"795",1,3,27,0,1,3,991.15,6977.61,485.29,3
"796",1,3,25,0,2,3,4294.668454,17210.221933,330.426538,2
"797",2,1,47,2,1,3,2014.88,8745.38,1850.98,3
"798",2,2,40,1,5,3,579.42,16311.43,814.35,3
"799",1,2,34,1,5,4,4985.57,10973.46,2729.26,1
"800",2,4,71,1,9,1,2604.68,13671.58,1026.93,3
"801",1,3,25,0,8,4,9121.609279,25930.811445,2556.36246,2
"802",1,2,47,1,1,1,8461.749559,14463.765561,1613.58623,1
"803",1,2,39,1,4,3,1944.20921,20974.337864,2122.368073,1
"804",1,2,51,3,6,4,4584.703922,21452.403444,2642.263338,1
"805",2,3,28,0,5,4,6740.95453,13010.367109,1763.421206,2
"806",1,1,73,3,9,3,1720.76,9972.16,507.67,3
"807",1,2,33,1,6,4,4437.66,19844.82,2489.46,1
"808",1,3,23,0,2,3,3370.187002,17480.857978,2810.280683,2
"809",2,1,28,2,4,3,2545.87,16096.29,669.68,3
"810",1,3,28,0,6,4,6587.792969,28286.11735,3615.087224,2
"811",2,2,40,1,7,3,2367.738438,19655.645882,1378.98174,1
"812",1,2,63,0,2,4,3954.57,21542.61,837.34,1
"813",1,2,51,3,4,4,3593.361013,20166.116507,1436.820297,1
"814",1,3,43,0,2,1,7578.07,29778.37,1781.79,3
"815",2,4,58,1,8,3,5382.84,21458.64,1585.45,3
"816",1,2,39,2,6,4,9162.963394,29779.837142,3706.10313,1
"817",2,1,37,2,7,1,5187.16,23739.22,3320.07,3
"818",1,2,38,0,5,3,1708.38,15048.69,480.3,3
"819",1,2,60,1,4,4,4635.62932,21940.81635,1359.593407,1
"820",1,3,24,0,2,3,3172.266567,17471.537708,3303.227705,2
"821",1,3,22,0,4,4,7245.845396,22009.924952,2449.762788,2
"822",1,2,41,2,7,4,5677.323004,35752.146369,1176.120407,1
"823",1,1,43,2,4,4,4958.71,28646.42,1789.41,3
"824",1,3,26,0,6,4,9926.059409,19009.451936,2734.161005,2
"825",1,1,51,1,5,3,3434.82,17621.82,1209.87,3
"826",2,3,25,0,7,4,5029.882431,25156.164492,2325.638421,2
"827",2,3,28,0,8,4,12944.785362,29974.280067,3216.34404,2
"828",1,2,31,2,4,3,2557.632019,20607.716289,979.992341,1
"829",1,1,41,0,5,4,9339,12144.04,1479.12,3
"830",1,3,25,0,6,4,9201.59117,25947.476047,3286.614175,2
"831",1,3,28,0,8,3,4879.99,6268.61,2323.3,3
"832",1,2,26,0,3,2,13094.17,51277.41,3747.48,3
