index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,
1983,2,2,32.22,2,4,4,4974.17,19689.33,1228.75,
1984,2,1,43.4,0,5,4,3076.82,23763.58,2751.62,
1985,2,4,41.57,2,3,4,4666.36,11764.27,2047.84,
1986,1,2,39.82,2,2,3,1080.6,11416.6,85.87,
1987,1,4,45.72,0,5,1,5439.2,45758.5,2953.31,
1988,2,1,27.47,0,5,1,9019.62,32133.05,1923.67,
1989,1,2,27.76,0,7,3,2802.53,7714.77,800.52,
1990,2,2,34.53,1,8,4,6267.99,17977.05,2518.18,
1991,1,2,31.46,0,3,3,2023.95,19687.22,690.05,
1992,1,2,22.1,2,2,3,1274.48,3772.63,579.9,
1993,1,2,33.97,2,6,3,4048.28,19121.36,2432.52,
1994,1,1,33.8,0,4,1,11420.5,26197,1527.06,
1995,2,2,64.24,0,3,1,14052.3,29146.58,3099.79,
1996,1,2,43.19,1,8,4,6805.77,29820.77,2437.51,
1997,2,1,27.69,0,7,4,6649.28,7529.26,671.38,
1998,1,3,47.55,3,4,1,7755.68,23219.36,3869.69,
1999,2,1,41.9,0,3,3,2043.42,17341.33,854.33,
2000,2,2,35.45,1,4,4,4738.42,1718.85,2191.48,
2001,1,2,44.88,0,6,4,6704.75,30013.45,1812.22,
2002,2,2,32.48,3,3,4,3726.89,32743.34,2015.43,
2003,2,1,19.13,0,2,3,1095.59,11442.59,330.13,
2004,2,4,50.15,2,2,4,3991.86,20698.28,1070.56,
2005,2,1,35.23,0,5,1,6194.97,25548.08,4015.53,
2006,2,1,44.66,0,4,1,6143.36,12735.15,3568.09,
2007,2,4,58.99,0,7,4,5801.35,20000.06,991.16,
2008,1,3,53.39,2,6,2,5465.46,60566.8,5247.97,
2009,2,1,29.1,0,5,1,5857.44,19767.44,2493.47,
2010,1,2,63.25,1,7,4,3394.58,29043.42,2142.76,
2011,1,2,39.73,2,6,1,5704.01,57847.53,4500.96,
2012,2,4,46.08,2,8,3,2714.43,29099.13,1514,
2013,2,1,45.27,0,2,3,2340.07,17929.81,783.36,
2014,2,4,45.16,4,7,4,4730.5,19873.32,1211.45,
2015,1,3,62.88,1,1,4,4730.5,19873.32,1211.45,
2016,1,2,44.33,2,8,4,8652.32,21092.92,2049.46,
2017,2,2,44.49,2,3,3,1725,13217.1,1112.76,
2018,2,1,27.86,0,7,1,6152.57,34343.53,1215.35,
2019,1,2,40,2,7,4,5000.97,22000.32,2248.22,
2020,2,1,20.53,0,5,1,8854.37,29699.34,4821.16,
2021,2,4,35.35,1,5,4,3546.2,12568.85,1986.94,
2022,2,1,21.84,0,2,4,1730.47,37951.9,1447.97,
2023,2,2,30.36,2,8,3,3453.22,9865.1,1204.11,
2024,1,2,62.37,1,4,3,3769.12,17968.3,613.44,
2025,2,2,60.95,1,7,4,2957.62,24375.18,564.89,
2026,2,4,62.84,0,2,1,5374.62,39282.5,3142.53,
2027,2,2,23.62,3,4,4,3459.04,38107.61,1106.82,
2028,2,1,37.66,0,4,4,2360.1,20027.71,1163.67,
2029,2,2,34.88,2,5,4,5201.49,20511.36,1768.04,
2030,1,4,45.68,1,3,4,3459.33,32320.73,1920.91,
2031,2,2,60.8,1,2,4,4031.23,7187.76,1459.62,
2032,1,4,34.14,0,2,1,5852.42,30192.77,2385.94,
2033,2,1,18.72,0,4,3,2102.04,12025.31,472.06,
2034,2,2,39.97,2,3,4,5761.68,14439.77,669.67,
2035,1,2,46.07,0,2,3,1904.43,3784.02,475.37,
2036,2,2,38.61,1,3,1,7484.25,29301.34,3108.21,
2037,2,2,24.49,1,4,3,1766.77,13767.41,852.38,
2038,2,1,28.02,0,2,3,2013.75,13968.37,385.45,
2039,1,4,54.13,3,5,4,3711.3,28913,2355.01,
2040,2,2,39.32,2,3,1,13943.11,30287.28,2597.42,
2041,1,4,49.16,3,7,1,6967.83,8183.16,3757.47,
2042,1,4,45,0,1,3,6967.83,8183.16,3757.47,
2043,1,2,26.31,0,8,3,767.14,26966.95,1226.49,
2044,1,2,35.89,1,5,4,5382.01,14915.21,1395.33,
2045,2,2,22.62,4,4,3,2940.93,18613.44,702.8,
2046,2,1,37.83,0,2,3,2837.83,9615.53,586.27,
2047,2,2,39.7,1,4,4,7787.38,19795.83,1407.11,
2048,2,1,32.52,0,6,3,3232.42,22177.32,1694.33,
2049,1,2,39.53,4,7,2,12539.68,23145.97,6355.88,
2050,2,1,28.69,0,7,1,9049.82,7367.16,2662.97,
2051,2,4,30.48,2,5,4,9965.78,37558.97,1419.68,
2052,1,4,54.85,0,3,4,4268.94,12600.72,548.58,
2053,2,1,18.35,0,7,1,6525.9,44770.46,2193.53,
2054,2,1,46.33,0,6,3,3241.12,9263.31,2722.03,
2055,2,1,39.12,0,4,4,2723.97,19218.93,1194.39,
2056,1,4,43.72,0,3,3,1639.08,17147.86,1272.36,
2057,2,2,57.31,0,3,3,2520.73,18133.75,1201.65,
2058,1,1,29.98,0,8,4,10427.3,29687.77,3194.88,
2059,1,4,66.4,2,9,4,3899.66,14084.13,1194.23,
2060,1,2,59.57,1,1,3,3899.66,14084.13,1194.23,
2061,2,2,65.91,4,9,3,646.5,9146.8,928.98,
2062,2,2,40.38,3,7,3,1538.47,12717.58,800,
2063,2,1,39.66,0,7,3,4375.06,19053.62,993.54,
2064,2,1,44.4,0,6,3,2997.18,21574.47,1800.36,
2065,2,2,40.05,1,4,1,8992.02,24791.91,1880.58,
2066,1,3,60.7,2,5,3,2346.68,15285.2,829.12,
2067,2,1,38.83,0,5,4,6011.09,11156.49,2368.75,
2068,1,4,51.78,1,1,3,6011.09,11156.49,2368.75,
2069,1,2,54.34,2,3,4,6186.86,24010.02,2222.6,
2070,2,3,87.14,2,9,4,3510.71,15378.68,263.59,
2071,1,3,81.08,2,9,4,3684.44,16773.59,1038.5,
2072,2,2,32.8,0,1,1,3684.44,16773.59,1038.5,
2073,2,3,81.3,2,9,4,3086.96,10197.38,1386.51,
2074,1,2,60.94,0,3,4,3661.14,24009.22,1897.2,
2075,2,4,39.96,1,8,3,2980.72,12145.77,1370.94,
2076,2,1,28.28,0,2,3,988.56,8865.44,78.81,
2077,2,2,51.13,2,1,2,988.56,8865.44,78.81,
2078,2,2,32.04,2,4,2,8637.09,30002.31,4056.6,
2079,2,4,44.98,2,2,4,4139.8,34813.26,987.11,
2080,2,2,69.72,1,9,3,1230.43,8822.73,800.63,
2081,1,1,23.5,0,2,1,5776.15,23715.5,2020.8,
2082,2,1,38.27,0,1,4,5776.15,23715.5,2020.8,
2083,1,4,51.5,2,6,1,10814.88,51092.33,2486.61,
2084,2,1,43.81,0,2,2,8002.56,13862.15,3650.11,
2085,2,2,35.84,1,3,1,9454.04,31753.69,2951.31,
2086,2,2,44.46,1,3,4,6668.18,23910.99,3072.44,
2087,1,4,45.98,0,2,1,7395.73,3229.58,1938.25,
2088,1,4,40.42,2,6,4,8055.09,44860.15,1835.63,
2089,2,2,26.01,0,6,1,3956.46,61422.29,4010.37,
2090,2,1,44.12,0,4,3,2288.1,10070.09,1185.61,
2091,2,1,34.35,0,7,3,2476.02,6383.65,1001.29,
2092,2,2,38.66,3,1,4,2476.02,6383.65,1001.29,
2093,2,2,41.35,0,5,4,4656.03,31016.25,1146.36,
2094,2,2,40.02,1,4,4,5083.25,30185.93,986.46,
2095,1,2,52.63,3,4,3,2685.85,15894.26,735.58,
2096,1,4,46.21,2,6,4,2732.63,27822.34,2499.87,
2097,1,2,39.94,1,7,3,3702.97,11951.66,628.21,
2098,1,2,50.39,2,5,1,8913.8,37122.25,2316.06,
2099,2,4,46.83,2,3,3,1185.14,21346.38,1174.56,
2100,2,2,39.99,2,4,3,2390.73,12564.88,640.24,
2101,2,2,21.06,3,2,4,6071.7,30501.38,1033.3,
2102,2,2,29,4,5,3,2526.81,8606.38,1216.05,
2103,1,1,42.55,0,7,4,4799.25,19889.99,1445.45,
2104,1,1,26.61,0,4,1,7999.26,37884.94,2082.6,
2105,2,2,68.21,1,9,4,4494.37,19734.34,999.95,
2106,1,4,63.26,1,3,3,1738.29,22255.61,341.37,
2107,1,2,39.45,3,1,4,1738.29,22255.61,341.37,
2108,1,2,26.08,1,3,4,4470.66,27132.19,3293.3,
2109,1,4,34.9,1,3,3,2302.2,6263.03,1637.35,
2110,2,4,67.66,1,9,4,4935.05,7264.53,1553.03,
2111,2,4,41.96,2,7,4,4999.94,20411.44,1433.32,
2112,2,1,23.55,0,2,2,3896.48,50251.73,2916.19,
2113,2,4,44.46,2,2,3,2660.25,13090.36,599.67,
2114,1,1,28.23,0,2,3,2971.97,11808,600.63,
2115,2,4,68.72,0,9,4,3514.43,16291.47,278.96,
2116,1,2,36.3,0,7,2,6294.66,36704.49,3425.57,
2117,1,2,67.36,0,9,3,1409.89,5711.95,794.01,
2118,1,2,33.13,1,2,4,4912.55,26560.92,428.9,
2119,1,2,26.25,0,7,3,520.41,7908.91,800.11,
2120,2,1,27.9,0,7,3,2860.04,14895.43,624.08,
2121,2,2,39.7,1,3,4,5604.65,34789.52,1106.47,
2122,1,2,40.13,2,7,4,6897.84,7005.62,1405.96,
2123,1,2,65.42,1,9,4,3746.48,19887.25,1050.8,
2124,1,1,44.25,0,4,1,8859.96,14583.56,2458.52,
2125,2,4,48.47,2,5,3,688.97,10681.25,1231.87,
2126,1,3,40.96,1,7,4,3647.36,15120.72,2317.03,
2127,2,2,58.14,2,3,1,4577.06,26880.52,1639.38,
2128,2,2,43.63,3,5,3,1851.49,11769.57,858.07,
2129,1,1,27.98,0,6,3,3171.3,21518.51,1834.05,
2130,2,4,32.91,2,4,3,2426.74,7193.52,763.7,
2131,2,1,28.19,0,3,1,7461.43,30031.09,2080.51,
2132,1,2,41.2,3,4,3,553.51,17051.27,1109.04,
2133,1,3,55.76,2,7,3,1317.51,12000.02,953.13,
2134,2,1,29.06,0,3,2,7072.41,41712.48,4213.24,
2135,2,2,42.14,0,4,3,1132.45,6123.56,829.61,
2136,2,2,50.89,2,1,3,1132.45,6123.56,829.61,
2137,1,2,26.86,0,6,1,7748.21,56723.03,2341.16,
2138,2,2,40.12,1,1,1,7748.21,56723.03,2341.16,
2139,1,4,31.86,0,4,3,2927.1,14340.31,816.79,
2140,1,1,22.5,0,7,4,6471.03,32963.49,1457.08,
2141,2,2,67.01,3,9,3,1469.22,16938.61,800,
2142,1,2,51.87,2,1,3,1469.22,16938.61,800,
2143,2,3,60.12,1,4,1,8965.86,24870.22,3880.74,
2144,1,1,28,0,4,2,14077.43,32550.68,5618.05,
2145,2,2,20.91,1,7,4,5549.17,15259.92,754.65,
2146,1,3,41.87,1,4,2,7693.98,27187.72,4632.98,
2147,2,2,32.61,0,6,4,4826.48,30002.68,1718.19,
2148,1,1,28.24,0,6,4,7000.13,14201.53,1006.35,
2149,1,4,45.01,2,6,3,2050.49,14485.79,1714.38,
2150,2,2,41.47,0,7,4,3923.16,19527.02,1485.01,
2151,1,4,47.61,1,2,4,3630.78,19950.63,566.89,
2152,2,1,27.67,0,7,1,7137.53,4824.21,2377.45,
2153,1,2,41.88,1,3,3,1330.55,15951.69,1360.62,
2154,1,4,45.85,2,4,3,2209.93,12983.36,965.85,
2155,1,2,39.99,2,5,1,13158.07,27812.89,4316.18,
2156,1,3,70.35,1,9,3,1530.89,9809.2,749.5,
2157,2,2,25.68,1,4,4,3327.12,9553.88,2348.23,
2158,2,1,40.44,0,7,4,4994.53,31263.62,2399.7,
2159,1,1,40.49,0,1,1,4994.53,31263.62,2399.7,
2160,1,4,25.64,1,3,4,3826.49,24000.33,2000.27,
2161,1,2,21.81,2,5,1,7133.24,24505.43,2679.24,
2162,1,1,32.19,0,8,1,7330.5,49691.08,4226.25,
2163,2,4,26.59,0,2,1,6004.75,29399.76,2059.64,
2164,1,1,26.16,0,4,3,2219.02,14720.87,1374.57,
2165,2,4,33.64,0,4,4,4980.57,19154.49,2424.88,
2166,2,1,20.09,0,3,2,17330.87,57395.38,5935.67,
2167,1,2,23.1,0,5,2,10776.61,29147.48,5290.11,
2168,1,4,44.99,2,7,3,2048.97,12183.62,543.52,
2169,2,2,42.91,1,3,3,1997.2,18797.04,1984.33,
2170,1,4,47.27,2,3,3,1526.5,15459.6,1372.52,
2171,2,2,38.45,0,1,4,1526.5,15459.6,1372.52,
2172,2,4,44.98,1,7,2,10010.02,11928.91,3105.65,
2173,2,1,24.19,0,1,3,10010.02,11928.91,3105.65,
2174,2,4,44.99,1,4,3,2493.75,4608.72,903.39,
2175,2,1,28.77,0,8,3,2001.02,9239.07,1884.67,
2176,2,1,22.51,0,6,4,11833.53,38616.71,2825.67,
2177,2,4,71.95,1,9,3,2054.56,13425.62,394.64,
2178,1,1,20.01,0,4,4,3552.57,16997.28,1475.82,
2179,2,1,27.23,0,8,4,10012.8,31858.8,2313.96,
2180,2,3,71.78,3,9,2,2225.21,30614.25,961.78,
2181,1,1,27.14,0,4,4,4144.23,27136.82,2167.71,
2182,2,1,28,0,7,4,4996.35,19932.79,1668.33,
2183,1,2,35.45,3,5,4,6156.12,24890.49,2035.59,
2184,1,2,22.76,0,1,1,6156.12,24890.49,2035.59,
2185,1,4,29.55,3,3,2,14156.64,59093.96,3939.75,
2186,2,2,42.2,2,5,3,629.45,24740.44,1480.46,
2187,2,2,51.77,2,7,4,4997.2,26060.64,2368.74,
2188,1,3,64.1,1,7,4,2935.05,16872.53,1376.56,
2189,2,2,39.28,1,4,3,2584.86,15371.53,1048.35,
2190,1,1,34.07,0,5,4,3065.04,33777.61,2694.38,
2191,1,4,36.7,2,4,4,5211.26,29528.02,582.21,
2192,1,3,57.04,1,2,2,6719.97,29885.46,701.59,
2193,2,2,42.34,3,8,1,11155.9,38389.33,2330.68,
2194,2,1,38.08,0,5,2,16573.86,24117.02,2476.88,
2195,2,2,20.33,2,7,4,2456.34,23529.3,1413.7,
2196,1,3,51.71,1,2,3,1559.41,10936.86,228.66,
2197,2,2,46.03,1,1,3,1559.41,10936.86,228.66,
2198,2,1,29.13,0,6,4,4771.65,31790.91,1663.56,
2199,1,1,27.52,0,3,1,12681.79,37182.94,2302.94,
2200,2,1,19.84,0,2,4,4765.3,35195.6,1218.23,
2201,1,2,45.46,0,4,2,10123.2,12575.89,3998.57,
2202,1,1,24.55,0,3,4,9402.88,10879.45,2444.76,
2203,1,2,21.87,0,8,4,5983.2,12949.3,1138.22,
2204,2,4,58.75,1,7,4,4578.4,10103.36,893.53,
2205,1,4,54,0,1,4,4578.4,10103.36,893.53,
2206,2,1,26.61,0,3,1,8160.49,17256.59,4169.39,
2207,1,2,26.68,1,6,1,9822.73,54247.76,2601.97,
2208,1,1,28.4,0,5,4,9241.48,22890.31,622.34,
2209,1,2,34.5,2,3,2,12250.39,48349.86,4542.68,
2210,1,1,37.46,0,6,1,12628.17,23059.38,3193.57,
2211,1,4,41.11,2,8,3,2559.4,16317.1,1771.51,
2212,1,1,27.85,0,1,3,2559.4,16317.1,1771.51,
2213,1,1,43.22,0,4,4,7192.29,10192.52,1010.02,
2214,1,3,60.62,1,2,4,5765.84,21547.39,857.36,
2215,2,1,42.48,0,6,3,2223.93,7342.32,2233,
2216,2,2,38.66,0,3,4,7404.63,12088.93,2813.38,
2217,2,1,33.57,0,1,4,7404.63,12088.93,2813.38,
2218,1,1,45.42,0,7,3,3374.67,10903.15,766.5,
2219,1,2,36.5,3,3,3,2847.18,12603,975.98,
2220,1,4,45.82,3,6,4,6954.37,40308.29,3970.53,
2221,2,2,33.14,0,7,4,5140.8,6598.27,859.44,
2222,2,3,78.76,2,9,1,2966.77,28100.1,1207.6,
2223,2,1,28.59,0,7,3,2459.13,20907.76,601.46,
2224,1,1,26.03,0,2,4,2319.32,18909.02,1445.9,
2225,1,1,28.03,0,7,3,1696.09,3161.29,654.24,
2226,2,2,45.88,1,4,3,2491.66,11977.83,741.6,
2227,2,1,28.63,0,3,1,8159.91,14523.66,3154.12,
2228,1,2,36.74,0,7,4,2055.34,700.52,1173.14,
2229,1,3,47.19,0,4,4,2709.23,16724.91,1727.61,
2230,1,4,28.43,1,5,4,4378.72,23803.55,1028.85,
2231,2,2,58.27,2,2,1,5772.45,12559.14,1980.16,
2232,2,2,39.93,2,3,3,2612.56,6795.26,635.77,
2233,2,2,39.4,2,1,3,2612.56,6795.26,635.77,
2234,1,1,27.94,0,3,1,9040.25,33852.29,1339.66,
2235,2,4,48.43,1,4,3,1315.19,8156.41,404.32,
2236,2,4,41.31,1,7,4,5389.15,19789.4,1363.23,
2237,2,2,65.49,1,9,4,2368.43,19636.13,255.5,
2238,2,2,68.77,3,9,2,4696.27,12477.69,1606.37,
2239,1,2,25.1,3,5,4,2361.61,15503.21,968.26,
2240,1,1,20.49,0,7,4,5448.4,15718.37,1495.3,
2241,2,1,23.21,0,4,4,4821.49,6718.63,1284.33,
2242,2,1,27.66,0,7,4,6735.57,33393.15,1495.96,
2243,2,2,30.77,2,4,3,753.79,14134.3,820.78,
2244,2,2,36.96,0,1,2,753.79,14134.3,820.78,
2245,1,1,27.91,0,7,4,5029.36,24347.51,2059.35,
2246,1,4,48.97,1,3,4,6002.35,21663.5,2822.47,
2247,2,2,67.51,2,9,3,1715.25,7445.52,741.58,
2248,2,1,44.98,0,2,2,4260.67,3617.22,3056.92,
2249,1,1,42.65,0,1,4,4260.67,3617.22,3056.92,
2250,2,4,44.68,1,3,1,3678.8,27473.27,1847.32,
2251,1,1,36.25,0,7,4,4850.39,3265.47,887.07,
2252,2,1,33.03,0,8,1,10117.48,39862.04,2004.1,
2253,2,1,29.22,0,6,3,2383.67,17762.77,1803.13,
2254,2,1,28.04,0,4,2,11121.1,26415.74,1176.48,
2255,1,1,28.31,0,4,1,7999.77,10800.81,2274.59,
2256,2,2,22.43,1,7,4,4353.75,27571.92,1616.51,
2257,2,1,27.04,0,2,4,4973.54,20148.47,1005.02,
2258,1,2,39.17,0,2,3,2077.6,11732.83,562.87,
2259,1,2,54.08,1,5,1,11513.95,29937.42,3968.93,
2260,1,2,40,1,4,3,3019.15,10223.11,818.28,
2261,2,4,36.67,1,6,3,2602.29,15758.37,1604.05,
2262,2,2,50.76,2,6,3,3188.08,19353.57,1393.07,
2263,1,1,27.94,0,8,3,3523.07,17964.08,2445.38,
2264,1,1,28.55,0,1,4,3523.07,17964.08,2445.38,
2265,2,2,31.83,1,7,2,11759.09,29986.64,3787.94,
2266,1,2,68.68,2,9,4,4253.27,17600.18,1537.4,
2267,2,1,25.54,0,4,2,9427.89,22860.97,4163.96,
2268,2,2,36.09,2,6,4,5223.45,19550.62,2457.01,
2269,2,1,28.42,0,5,4,9263.28,17073.36,2902,
2270,1,1,28.06,0,5,4,5313.43,20244.31,2321.93,
2271,1,3,58.72,4,7,3,1977.18,9368.34,717.45,
2272,2,1,23.07,0,5,3,3124.6,19566.71,1114.13,
2273,2,2,20.26,3,7,1,4093.65,21938.71,2500.08,
2274,1,3,46.48,0,3,4,5746.49,17215.12,2596.65,
2275,1,2,59.27,1,6,1,13890.54,59271.23,3909,
2276,1,1,21.9,0,3,3,2030.58,20618.8,1201.88,
2277,2,4,37.55,1,5,4,5884.15,23561.11,610.81,
2278,2,1,20.53,0,3,4,5998.35,30418.89,1148.38,
2279,2,2,39.94,3,3,4,6016.06,25557.94,2008.32,
2280,2,1,46.34,0,4,3,3847.65,12151.94,542.51,
2281,2,2,41.04,0,7,1,8018.33,23742.59,3241.46,
2282,1,2,56.27,1,6,3,1213.57,21508.38,1147.02,
2283,1,1,35.55,0,3,4,6556.28,29643.73,700.29,
2284,2,3,83.35,2,9,1,3658.68,20051.74,813.12,
2285,2,1,25.57,0,8,1,11726.04,39953.6,4089.96,
2286,2,2,27.25,2,7,2,7419.12,28574,3967.54,
2287,2,4,48.82,1,4,4,6510.74,35959.22,2399.39,
2288,2,2,53.96,0,4,4,2242.28,1224.91,1263.59,
2289,1,2,58.75,0,1,2,2242.28,1224.91,1263.59,
2290,1,1,28,0,6,4,5066.47,31337.98,1578.08,
2291,1,3,55.27,0,4,3,2391.48,14846.28,996.75,
2292,1,2,33.28,0,7,3,2540.63,14991.25,276.87,
2293,2,1,28.92,0,1,1,2540.63,14991.25,276.87,
2294,2,4,47.39,3,7,3,548.16,17882.71,331.73,
2295,2,4,44.62,2,7,3,4373.45,6158.52,720.97,
2296,2,3,85.3,1,9,1,2225.39,29483.91,910.39,
2297,1,2,48.22,3,7,3,3926.85,5439.11,252.08,
2298,1,1,28.81,0,3,1,9030.58,46404.2,2999.95,
2299,2,3,59.96,2,5,3,2855.21,23374.25,1610.11,
2300,1,2,38.71,2,3,4,8857.65,26090,1519.27,
2301,2,3,54.1,0,7,4,4921.88,4797.02,1468.16,
2302,1,4,43.88,3,7,3,3246.39,12523.56,305.12,
2303,1,4,58.43,1,5,3,1962.75,6536.92,789.08,
2304,1,1,40.31,0,8,2,12357.84,60284.42,6022.38,
2305,1,1,27.83,0,4,4,5037.64,37913.24,2274.91,
2306,2,1,30.38,0,3,3,3120.71,15756.03,1248.35,
2307,2,1,20.83,0,4,1,4836.99,26325.44,2731.48,
2308,1,2,44.67,1,5,4,8132.24,24369.63,597.14,
2309,2,2,68.55,2,9,4,2964.37,15027.12,757.78,
2310,1,1,32.79,0,7,1,10116.15,14359.73,1152.17,
2311,2,4,37.69,3,7,1,11019.61,28317.34,1045.34,
2312,1,1,29.85,0,4,3,2567.78,15464.16,792.04,
2313,1,2,57.96,0,6,4,2964.41,13895.32,2501.79,
2314,1,1,21.24,0,2,4,2971.6,4803.58,980.06,
2315,1,4,30.2,0,4,3,2403.36,7124.43,456.54,
2316,2,2,28.03,2,6,4,7412.57,24346.36,1572.42,
2317,1,1,27.81,0,4,3,2212.71,9441.11,787.11,
2318,1,1,27.9,0,7,3,1894.7,12161.45,1246.5,
2319,2,2,23.57,0,5,1,10118.99,20496.01,4510.71,
2320,2,2,42.91,1,5,1,8925.02,47058.45,2881.94,
2321,2,2,27.54,1,8,4,6798.78,24071.67,2773.21,
2322,1,4,57.28,1,5,2,9097.74,10717.19,2718.34,
2323,2,1,29.47,0,4,1,12488.47,38699.72,2702.9,
2324,1,4,41.38,1,7,4,4724.68,7012.02,1343.74,
2325,2,2,46.27,1,5,1,3568.11,23005.21,3778.58,
2326,2,3,61.59,1,5,3,2435.85,14983.74,1626.13,
2327,1,2,41.28,2,6,4,6889.26,46541.63,2152.4,
2328,1,4,44.87,1,6,3,2419.92,19511.74,925.33,
2329,2,2,26.65,0,2,3,2798.6,9095.37,657.64,
2330,2,2,34.76,2,2,4,5216.19,37026.46,301.53,
2331,1,3,61.62,3,7,1,13085.2,45385.54,2356.15,
2332,1,3,51.22,2,3,4,7051.76,22532.42,995.28,
2333,2,2,47.34,1,3,4,5238.33,22848.29,1419.34,
2334,1,1,45.72,0,4,3,642.78,11992.69,550.55,
2335,1,2,44.99,2,6,3,838.14,22850.38,2008.52,
2336,2,1,25.35,0,5,3,2107.36,15228.21,1178.18,
2337,1,2,31.44,1,8,3,615.68,29551.14,2001.58,
2338,2,2,38.9,0,7,2,11314.08,39987.78,3990.67,
2339,1,2,68.8,2,9,4,3325.99,15006.43,999.58,
2340,1,4,52.36,2,5,4,4630.08,31931.86,1983.03,
2341,2,2,44.9,2,7,3,2500.46,11092,1004.67,
2342,1,2,30.82,0,4,1,5485.75,22446.17,2782.75,
2343,1,2,48.46,3,1,4,5485.75,22446.17,2782.75,
2344,2,3,66.39,2,9,4,3427.31,3272.14,881.11,
2345,1,3,60.54,1,8,2,16209.15,62670.66,4918.61,
2346,1,2,42.2,0,6,4,11062.07,30530.31,2378.94,
2347,2,2,35.64,0,1,2,11062.07,30530.31,2378.94,
2348,2,1,33.85,0,3,4,7062.43,17060.98,2387.82,
2349,1,2,40.08,3,2,3,849.73,11810.84,1057.24,
2350,2,2,42,1,6,3,4799.06,30839.42,1800.77,
2351,1,2,40.47,3,5,1,8384.61,44290.14,3681.95,
2352,2,2,47.37,2,3,4,2040.54,11800.41,2001.23,
2353,1,1,41.73,0,7,4,4752.15,32293.72,1101.16,
2354,1,4,41.47,1,3,1,9027.68,42053.57,4740.51,
2355,2,3,76.85,1,9,4,3498.42,12810.31,1672.16,
2356,2,1,20.45,0,1,1,3498.42,12810.31,1672.16,
2357,1,1,22.93,0,5,4,2003.55,26095.92,2715.48,
2358,2,2,62.38,1,4,2,5783.53,31940.42,2718.31,
2359,1,1,34.61,0,7,3,4092.04,5265.29,419.72,
2360,2,4,67.63,0,9,3,1495.1,10420.06,591.83,
2361,2,2,25.67,3,6,4,2840.58,31347.46,2545.73,
2362,2,4,57.26,2,6,1,10004.93,49533.83,4042.84,
2363,1,4,30.86,2,2,1,4435.75,18424.79,1152.64,
2364,2,1,19,0,8,4,8042.44,21153.34,2587.34,
2365,2,4,41.12,3,7,3,2105.96,6372.47,1061.67,
2366,1,1,44.25,0,3,3,2426.04,17227.23,1993.54,
2367,2,2,26.08,2,4,1,7687.32,14497.75,3333.67,
2368,2,3,60.85,2,4,4,3380.94,34973.66,2096.4,
2369,1,2,41.47,0,6,4,6401.54,30581.55,1119.35,
2370,2,1,28.22,0,3,1,7856.06,46329.71,2790.83,
2371,2,2,34.44,2,1,2,7856.06,46329.71,2790.83,
2372,1,1,34.23,0,7,1,3910.21,41444.27,2177.13,
2373,2,4,51.47,0,1,1,3910.21,41444.27,2177.13,
2374,2,1,25.7,0,4,3,2177.38,6929.01,532.77,
2375,1,1,23.59,0,7,3,2230.19,11304.48,1113.52,
2376,1,1,19.41,0,4,3,2965.28,5971.83,817.79,
2377,2,4,44.94,1,2,3,3479.6,10846.3,769.2,
2378,2,1,29.39,0,2,3,1751.37,12665.56,376.33,
2379,2,2,34.69,1,5,3,1782.43,19841.19,1279.57,
2380,2,2,25.34,2,7,1,4075.18,13815.24,3060.27,
2381,1,1,32.42,0,4,3,1264.55,13948.53,839.51,
2382,1,4,64.5,2,5,3,778.39,14683.46,505.02,
2383,2,2,25.27,2,6,4,11310.73,16523.87,3974.93,
2384,2,1,18.02,0,7,3,769.97,11906.93,993.82,
2385,1,4,32.29,2,4,4,5877.74,20021.26,1828.35,
2386,2,3,60.07,0,8,4,8701.46,27860.58,3543.26,
2387,2,1,28,0,7,3,2536.1,14226.54,766.61,
2388,2,3,54.05,2,1,4,2536.1,14226.54,766.61,
2389,1,1,27.72,0,4,4,6291.86,15290.45,892.2,
2390,2,2,38.37,0,3,1,8227.62,25917.93,3376.8,
2391,2,1,26.69,0,4,3,3418.66,7637.54,1235.39,
2392,2,3,60.63,2,1,4,3418.66,7637.54,1235.39,
2393,1,1,24.52,0,3,4,5261.67,23219.63,1549.34,
2394,2,1,26.35,0,3,1,8693.24,41444.32,4680.47,
2395,1,3,68.75,1,9,4,4492.2,13360.38,990.26,
2396,2,2,39.11,0,3,4,3678.28,23950.23,2001.08,
2397,2,2,42.73,2,6,4,8345.14,35749.24,3907.31,
2398,1,1,18.05,0,6,4,7146.27,42008.8,2515.25,
2399,2,4,55.31,2,3,3,2032.28,20843.11,1203.6,
2400,2,4,44.91,1,2,4,4334.17,17808.22,950.32,
2401,2,4,57.83,2,8,4,7327.61,30000.27,2643.88,
2402,2,1,26.78,0,4,4,2438.28,38369.52,2274.82,
2403,2,1,27.25,0,6,3,2950.05,20159.42,2620.94,
2404,2,1,30.37,0,4,3,2683.32,7149.13,857.6,
2405,2,2,48.12,2,4,4,5732.57,21034.24,1517.13,
2406,2,1,28,0,8,4,5774.14,18375.19,2131.65,
2407,1,1,42.75,0,7,4,4301.76,10498.56,1213.38,
2408,1,2,29.62,1,3,3,2000.28,15994.37,758.55,
2409,2,2,39.98,1,8,1,3253.53,60504.9,2240.09,
2410,2,4,39.5,2,7,3,2553.08,11339.81,983.02,
2411,2,1,36.29,0,6,4,7004.31,38788.99,2434.51,
